,513FC31103.pv,513HC31114-5.mv,513PC31201.pv,513LC31202.pv,513FC31409.pv,513FC31114-5.pv,513TC31220.pv,MFR
6/23/2018 1:45,26378.033,0.145,30.855478,78.638069,40840.488,0.13387841,80.40152,3.6
6/23/2018 3:45,27805.43,0.145,30.540655,77.826759,38429.535,0.184878912,79.531235,4.3
6/23/2018 5:45,26563.465,0.145,30.162849,77.366234,33315.035,0.163422835,79.884682,4.1
6/23/2018 7:45,27624.48,0.15000001,30.547537,77.069527,31911.053,0.12777649,79.245689,3.9
6/23/2018 9:45,25879.441,0.15000001,30.6108,78.263771,49804.156,0.149627083,80.983566,4.2
6/23/2018 10:45,26163.248,0.15000001,31.044685,78.007538,33767.293,0.075803921,79.248825,4.8
6/23/2018 11:45,24979.043,0.15000001,31.668806,77.323105,36424.441,0.127601484,79.985413,6.9
6/23/2018 12:45,25038.344,0.15000001,31.17082,77.45871,34238.18,0.108022044,79.911339,9.9
6/23/2018 13:45,25024.299,0.15000001,31.093493,78.996696,29493.393,0.094212137,79.568893,12.1
6/23/2018 14:45,25005.031,0.15000001,31.077543,78.947334,46137.793,0.11049047,80.46701,15.8
6/23/2018 15:45,26209.832,0.155,31.192989,77.971306,48797,0.123085776,80.486107,16.4
6/23/2018 17:45,26214.789,0.155,31.040405,78.674812,52857.352,0.102332802,80.6856,16.3
6/24/2018 7:45,24996.789,0.155,30.718521,78.014999,38542.996,0.10014093,79.574997,14.4
6/24/2018 11:45,26324.041,0.16,30.390352,78.599487,36869.777,0.105341083,80.545059,15.6
6/24/2018 12:45,26112.406,0.16,30.500237,78.55661,50105.527,0.110330902,81.139977,16.3
6/24/2018 13:45,26239.811,0.16,30.910492,80.213211,36581.004,0.12353864,81.073563,16.8
6/24/2018 14:45,26497.102,0.16,30.529247,79.178879,33107.582,0.122598345,81.032768,15.6
6/24/2018 15:45,26583.314,0.164,30.679966,78.712624,28792.568,0.149073965,79.781204,14.9
6/24/2018 16:45,26934.662,0.164,30.411652,78.339172,39113.848,0.137211908,80.388901,14.8
6/24/2018 17:45,25411.439,0.164,30.878681,77.832352,51182.18,0.1254701,82.085144,14.6
6/24/2018 18:45,25988.238,0.164,30.387405,78.133781,42492.602,0.127677691,80.197685,14
6/24/2018 19:45,27983.898,0.167,30.355202,79.066803,34668.203,0.10734757,80.664352,13.4
6/24/2018 20:45,24950.865,0.17,30.897242,77.442894,51344.434,0.132970902,81.227905,13.1
6/24/2018 21:45,27509.107,0.17,30.4373,77.671799,30379.668,0.106208695,79.874115,13.2
6/24/2018 23:45,26566.406,0.17,30.41087,78.944344,54618.418,0.134380282,81.343658,13.8
6/25/2018 1:45,25837.477,0.17,30.482447,78.994003,16654.656,0.156514323,79.895187,13.8
6/25/2018 3:45,26554.744,0.17,30.536705,78.241455,22586.17,0.117115662,79.695549,14.8
6/25/2018 5:45,25822.668,0.175,30.714571,78.502937,49230.301,0.128801828,81.15657,13.9
6/25/2018 7:45,25525.178,0.177,31.946396,78.844559,31093.01,0.13598108,80.226074,12.9
6/25/2018 9:45,25944.113,0.17399999,30.528938,77.911209,52522.926,0.221516077,81.828094,12.9
6/25/2018 11:45,25295.287,0.17900001,30.982697,78.632339,25304.973,0.12798277,80.031357,10.8
6/25/2018 13:45,24970.375,0.17900001,31.11331,78.284325,47440.504,0.135958918,80.913834,9.2
6/25/2018 15:45,25988.68,0.17900001,30.988483,78.579079,46989.746,0.125530327,81.024132,9.2
6/25/2018 17:45,25961.109,0.17900001,29.762947,77.138145,38338.477,0.152849594,80.043762,8.8
6/25/2018 19:45,26475.84,0.17900001,29.8717,77.437019,35599.609,0.157277473,80.295143,9.5
6/25/2018 21:45,26014.236,0.17900001,31.270809,76.373337,35583.477,0.149053818,80.382919,11.9
6/25/2018 23:45,28955.176,0.17900001,29.948643,77.42894,41480.434,0.177724467,80.563354,14
6/26/2018 1:45,26775.867,0.18099999,30.57465,78.887375,45388.25,0.116325425,80.720695,12.9
6/26/2018 3:45,26092.822,0.17900001,30.781479,77.757805,40577.855,0.151315415,80.564484,12.7
6/26/2018 5:45,24998.676,0.17900001,30.959272,77.633797,19425.828,0.082463443,79.096703,11.3
6/26/2018 7:45,26455.773,0.176,30.689383,78.845154,48349.02,0.137073684,80.656395,10
6/26/2018 9:45,26536.768,0.178,30.815855,79.451469,55278.195,0.14725643,82.264854,10
6/26/2018 11:45,28027.191,0.17299999,29.451117,77.234573,38652.66,0.10114582,79.465027,11.1
6/26/2018 13:45,25106.754,0.18000001,30.70179,78.293625,41657.016,0.141540298,81.053299,15
6/26/2018 15:45,26282.496,0.18000001,29.811392,76.967514,48623.355,0.135787121,80.610649,17.6
6/26/2018 17:45,28220.922,0.185,30.388491,79.93969,37091.02,0.140451438,80.091042,17.5
6/26/2018 19:45,27196.953,0.185,30.802872,79.146629,42415.785,0.13430704,80.568176,16.2
6/26/2018 21:45,26475.076,0.19,29.672075,78.222679,40616.641,0.11727372,80.087929,14.2
6/26/2018 23:45,25471.824,0.19,31.35343,78.833649,39712.113,0.14083797,80.99559,11.9
6/27/2018 1:45,26982.857,0.19,29.919134,77.673126,40200.879,0.145368793,81.035294,10.1
6/27/2018 3:45,26924.34,0.18700001,30.223114,77.958244,42669.762,0.139237411,80.539978,9.7
6/27/2018 5:45,26545.041,0.18700001,30.54952,78.970322,38470.375,0.12917234,80.547203,9.4
6/27/2018 7:45,25697.469,0.205,30.586937,77.323952,41930.68,0.12995404,80.611954,10.5
6/27/2018 9:45,25399.342,0.22499999,30.496847,78.204872,24748.039,0.129733907,79.644257,12.2
6/27/2018 10:45,26938.77,0.22499999,30.306192,77.343903,38349.57,0.126998571,80.252548,11.5
6/27/2018 11:45,27110.129,0.22499999,30.216837,77.580048,41791.426,0.149573556,80.927856,11.6
6/27/2018 12:45,27662.215,0.22499999,30.499542,78.20179,47044.523,0.139127317,80.554008,12.2
6/27/2018 15:45,27456.096,0.23,30.544407,78.556198,45402.742,0.11174103,80.428032,14.4
6/27/2018 17:45,26752.932,0.23,30.723646,78.110016,37949.801,0.133979176,79.742302,15.7
6/27/2018 19:45,24976.02,0.23800001,30.93836,78.186989,46997.961,0.132999874,80.891937,15
6/27/2018 21:45,28976.252,0.23800001,29.936749,79.012421,68548.352,0.11965559,82.267235,13.4
6/27/2018 23:45,27015.156,0.23,30.049067,77.776741,47933.168,0.10698956,79.922638,11.9
6/28/2018 1:45,24910.875,0.233,31.208651,76.265259,35148.406,0.12185978,79.684013,13
6/28/2018 3:45,24525.91,0.23999999,29.903017,77.200233,59522.137,0.15469955,81.266777,13.2
6/28/2018 5:45,25989.939,0.23999999,29.786371,77.193977,56139.414,0.170504785,80.645386,12.7
6/28/2018 7:45,26423.17,0.244,30.686035,76.204338,40495.727,0.1003366,79.465874,13.6
6/28/2018 9:45,26748.451,0.244,30.702082,78.351173,59413.367,0.13474558,80.881729,13.6
6/28/2018 11:45,26487.99,0.244,30.810638,78.383553,59469.48,0.1847142,80.946938,13.3
6/28/2018 13:45,26230.395,0.242,30.151566,76.360725,63083.711,0.156688978,79.360573,12.5
6/28/2018 15:45,25959.322,0.242,31.091373,77.756065,57687.344,0.122357978,80.259613,13.2
6/28/2018 17:45,25108.709,0.242,31.075035,78.404724,45704.895,0.142694304,79.667465,14.4
6/28/2018 19:45,25502.842,0.242,31.316767,78.176743,53760.477,0.11706325,80.012207,14.1
6/28/2018 21:45,26011.895,0.245,30.755028,76.835159,45487.48,0.11333123,79.528511,14.4
6/28/2018 23:45,25295.93,0.248,30.847477,78.422363,45208.645,0.13500808,79.952805,14.1
6/29/2018 1:45,25882.365,0.25,30.645266,77.206352,43007.004,0.14489204,79.415825,13.5
6/29/2018 3:45,25598.033,0.25,31.076042,78.291542,48419.684,0.120078415,80.101624,13
6/29/2018 5:45,26702.641,0.25,31.332533,78.463943,55859.23,0.118925494,79.909042,12.4
6/29/2018 7:45,25636.219,0.248,31.170496,77.189102,47836.816,0.14391176,80.404976,12.9
6/29/2018 11:45,26834.201,0.248,30.72611,78.301315,54433.664,0.11813449,80.187531,14.2
6/29/2018 13:45,26244.723,0.248,30.854803,77.813034,56628.836,0.129170785,80.230637,15.1
6/29/2018 15:45,25596.111,0.248,30.724083,78.650314,52001.773,0.135430931,79.974785,14.1
6/29/2018 17:45,26011.752,0.24600001,30.755615,78.314247,61869.926,0.11430518,79.832512,11.9
6/29/2018 19:45,24986.066,0.24600001,31.079359,77.536308,49095.77,0.092210002,79.126778,12.4
6/29/2018 21:45,26977.672,0.24600001,30.533598,78.044601,69450.414,0.152330866,80.781586,14
6/29/2018 23:45,27435.771,0.24699999,30.996023,77.706902,47276.582,0.100850748,79.005875,15.2
6/30/2018 1:45,25577.508,0.24699999,30.741199,78.432251,65438.473,0.13571237,81.077072,15.8
6/30/2018 3:45,25628.428,0.248,30.835398,79.056519,45012.66,0.130633355,79.637939,15.8
6/30/2018 5:45,26351.602,0.248,30.684072,78.418404,58730.598,0.11551853,80.419762,15.7
6/30/2018 7:45,25393.379,0.248,31.007719,78.670525,59875.082,0.13548648,80.743469,15.8
6/30/2018 9:45,26431.865,0.248,31.532137,77.92688,53411.145,0.118465378,79.649857,15.7
6/30/2018 11:45,25589.527,0.248,30.877331,78.167152,67129.313,0.144654905,80.893585,16.1
6/30/2018 13:45,,0,,,,,,15.4
6/30/2018 15:45,,0,,,,,,16.4
6/30/2018 17:45,,0,,,,,,16.4
6/30/2018 19:45,,0,,,,,,18.4
6/30/2018 21:45,,0,,,,,,16.5
6/30/2018 23:45,,0,,,,,,15.7
07-01-18 1:45,,0,,,,,,15.5
07-01-18 3:45,,0,,,,,,15
07-01-18 5:45,26434.447,0.252,,,,0.147666988,,14
07-01-18 7:45,26496.023,0.255,30.928679,78.36879,69399.883,0.16453125,81.114609,14.1
07-01-18 9:45,25876.119,0.255,31.065266,77.941849,55822.488,0.15655497,79.801331,14.5
07-01-18 11:45,25789.59,0.255,31.143644,77.095573,58378.336,0.163612705,79.964653,13.8
07-01-18 13:45,26559.299,0.255,30.737148,77.633919,73823.008,0.150377725,80.20916,13.2
07-01-18 15:45,25936.021,0.255,30.75005,77.168694,79694.039,0.150949648,80.237656,13.3
07-01-18 17:45,25118.855,0.255,30.966118,77.987038,67142.32,0.145373185,80.647827,13.9
07-01-18 19:45,25108.232,0.255,30.891861,77.671066,53860.215,0.144772304,79.823174,13.8
07-01-18 21:45,26950.113,0.257,30.904631,77.31488,67124.055,0.149852109,80.026901,14.4
07-02-18 3:45,27262.859,0.25999999,30.722471,77.82444,65456.66,0.156943322,79.598259,15.6
07-02-18 5:45,25993.199,0.25999999,30.699333,77.593575,50935.441,0.15896104,78.768547,14.1
07-02-18 7:45,25546.787,0.25999999,30.675653,77.781693,53571.145,0.14523466,79.50827,14
07-02-18 9:45,25101.283,0.25999999,30.801916,78.6586,75218.313,0.150731775,81.649757,13.9
07-02-18 13:45,25898.445,0.25999999,30.731976,77.996872,65644.813,0.145114238,80.100601,14
07-02-18 15:45,25829.068,0.25999999,31.136007,78.090637,76574.406,0.146921972,80.357208,13.7
07-02-18 17:45,26643.408,0.25999999,30.921419,77.221504,65507.676,0.142341591,78.817841,13.7
07-02-18 19:45,26828.244,0.25999999,30.887094,78.295273,63959.402,0.15641089,79.488113,14.1
07-02-18 21:45,26072.535,0.25999999,30.954971,77.568466,68498.438,0.149643806,79.652023,15
07-02-18 23:45,25104.691,0.25999999,31.119352,78.955864,45225.746,0.134162868,79.146355,14.5
07-03-18 1:45,25157.924,0.25999999,30.412321,78.083649,67823,0.16421807,81.592415,14.8
07-03-18 3:45,26466.492,0.25999999,30.949339,77.586609,62882.719,0.130691029,79.612762,12.7
07-03-18 5:45,25054.688,0.25999999,30.960445,78.26899,52942.152,0.140751056,80.029221,12.6
07-03-18 7:45,25051.297,0.25999999,31.419886,77.0336,37975.445,0.13571512,79.379906,13.2
07-03-18 9:45,24929.199,0.25999999,31.744156,78.39476,51212.777,0.12881172,80.42627,12.3
07-03-18 11:45,25496.896,0.25999999,30.643236,78.796867,75649.234,0.19226004,81.641022,11.5
07-03-18 13:45,25090.172,0.25999999,31.740276,78.699127,56456.059,0.12792984,79.799355,11.6
07-03-18 15:45,28036.568,0.26199999,30.686338,78.921928,78804.5,0.183145421,80.961365,13.4
07-03-18 17:45,22976.172,0.25799999,32.122536,77.572952,54696.293,0.120299664,79.792412,13.7
07-03-18 19:45,27447.75,0.255,31.184288,77.651634,57708.074,0.141031367,79.121346,14.3
07-03-18 21:45,26091.018,0.25,30.905622,77.460609,60540.629,0.14050595,79.217819,15.4
07-03-18 23:45,26027.191,0.25799999,30.847343,78.805313,65597.828,0.148555055,80.105835,16.2
07-04-18 2:45,25951.578,0.25799999,30.524263,78.611084,64459.715,0.14772174,81.114128,15.8
07-04-18 5:45,26024.531,0.25799999,30.165697,78.924423,54124.688,0.15114495,80.565392,15.4
07-04-18 7:45,26554.803,0.19,30.108513,78.444084,50407.781,0.135657901,80.135979,14.7
07-04-18 9:45,25429.652,0.19,30.562609,77.598099,33791.152,0.11975095,80.808769,14.2
07-04-18 10:45,24130.082,0.19,32.200924,77.430557,26956.832,0.121420698,80.401428,12.9
07-04-18 11:45,25055.145,0.19,30.583838,78.746498,27750.326,0.255109402,83.87236,10.7
07-04-18 12:45,27973.695,0.19,30.132931,77.36483,33730.648,0.198965256,82.79641,8.6
07-04-18 13:45,27987.258,0.19,31.57855,76.504311,13703.827,0.19319413,81.338692,8
07-04-18 14:45,26009.238,0.19,31.773039,77.586784,25777.193,0.185109143,82.731468,6.6
07-04-18 15:45,24934.051,0.19,31.548903,78.070343,27022.646,0.192963303,82.012886,5.2
07-04-18 16:45,23317.631,0.192,30.597345,78.551987,42103.719,0.249333716,83.185501,4
07-04-18 17:45,28790.652,0.192,30.218761,77.934517,38687.527,0.19576503,80.159615,3.4
07-04-18 18:45,27011.969,0.192,29.994732,78.155067,52842.242,0.224807086,80.939331,3
07-04-18 19:45,28482.16,0.192,30.477791,78.068016,47796.438,0.13537575,80.28437,2.7
07-05-18 9:45,26557.742,0.19400001,31.36982,78.050964,54999.754,0.1928227,81.060242,4.2
07-05-18 10:45,27212.143,0.19400001,30.072519,77.639946,55114.699,0.2157775,80.756935,4
07-05-18 11:45,28545.271,0.192,30.04628,77.822815,63071.523,0.194532267,80.906578,3.8
07-05-18 13:45,28478.832,0.19,30.822006,77.376953,50441.195,0.178885433,79.67997,3.3
07-05-18 15:45,29071.432,0.184,30.444883,77.970093,57266.965,0.172142395,80.150787,3.7
07-05-18 17:45,28133.281,0.186,30.440802,78.075569,56578.434,0.16469397,79.960236,3.7
07-05-18 19:45,28197.449,0.186,30.378298,77.834892,48512.746,0.18300473,79.543449,3.5
07-05-18 21:45,28141.557,0.186,30.495068,78.017853,57996.191,0.166903353,79.877953,3.4
07-05-18 23:45,28087.52,0.186,30.508936,78.139526,58742.559,0.17034997,79.922493,3.2
07-06-18 1:45,28387.395,0.182,30.481001,78.004738,57576.344,0.163407294,79.931015,3.1
07-06-18 3:45,28736.559,0.182,30.4793,77.707611,49244.383,0.154732323,79.090363,3.3
07-06-18 5:45,26679.383,0.182,30.58486,77.877762,39842.32,0.156580172,79.16375,3.4
07-06-18 7:45,26644.885,0.182,30.533522,78.533264,54531.348,0.18180107,79.716805,3.7
07-06-18 9:45,27527.201,0.182,30.487267,78.124916,46259.766,0.16579542,80.219261,3.9
07-06-18 11:45,26784.145,0.183,30.586033,78.155663,38133.762,0.16540761,79.616463,4.2
07-06-18 13:45,26162.063,0.185,30.541981,78.1119,39402.91,0.173942008,79.940704,4.6
07-06-18 15:45,25627.859,0.185,30.241217,77.874504,39375.965,0.18380307,79.851852,4.1
07-06-18 17:45,26295.146,0.18700001,30.682079,78.072472,45018.254,0.171828152,79.846962,4.1
07-06-18 19:45,27173.67,0.18700001,30.322687,77.619095,46696.574,0.201294747,79.707619,3.9
07-06-18 21:45,26591.322,0.19,30.56876,77.733047,48100.051,0.19140878,79.911125,4
07-06-18 23:45,26784.145,0.19,30.37285,77.657173,54129.109,0.178481106,80.371841,3.8
07-07-18 1:45,27839.24,0.19,30.348619,78.753059,50236.641,0.187186297,80.246346,4
07-07-18 3:45,26746.117,0.19,30.646772,77.716797,42263.387,0.212103956,79.568703,4
07-07-18 5:45,28559.125,0.19,30.163315,78.369804,48388.645,0.18733007,79.906403,4.1
07-07-18 7:45,27366.68,0.193,30.404617,77.778664,47534.008,0.184833112,79.691742,3.9
07-07-18 9:45,28744.313,0.193,30.07485,77.897957,59569.863,0.18227361,80.161407,3.8
07-07-18 11:45,28722.939,0.193,29.888264,78.188263,62847.766,0.349301528,79.81324,3.7
07-07-18 13:45,29344.867,0.193,29.825031,77.911263,70505.578,0.17605823,80.410255,3.4
07-07-18 15:45,29403.018,0.193,30.426126,77.858307,61070.152,0.161076242,79.938286,3.8
07-07-18 17:45,28659.666,0.193,30.576134,78.053459,59584.926,0.168288316,79.840179,3.8
07-07-18 19:45,28903.748,0.193,30.501591,77.906654,53018.035,0.15682133,79.050774,3.7
07-07-18 21:45,28344.484,0.191,30.406704,77.865173,51063.215,0.187743632,79.751617,3.4
07-07-18 23:45,28542.355,0.191,30.503244,78.018791,53645.457,0.168459583,80.009727,3.6
07-08-18 1:45,29023.59,0.191,30.447504,77.773506,57717.551,0.166341731,79.857323,3.6
07-08-18 3:45,29293.703,0.191,30.351173,78.055763,56803.395,0.175972011,79.72567,3.6
07-08-18 5:45,29117.355,0.191,30.662573,77.811668,58358.094,0.182079432,79.930954,3.6
07-08-18 7:45,28883.355,0.191,30.600315,78.122864,64841.836,0.176064943,80.263039,3.7
07-08-18 9:45,28931.586,0.191,30.422752,77.556175,53906.055,0.183419219,79.781258,3.7
07-08-18 11:45,29465.678,0.191,30.184708,77.980972,67991.445,0.190312662,80.820793,3.8
07-08-18 13:45,28992.049,0.191,30.093294,77.804459,56464.301,0.173028669,79.298759,4.1
07-08-18 15:45,29269.148,0.191,30.538206,78.126053,62093.34,0.172213688,80.356491,3.6
07-08-18 17:45,28295.148,0.189,30.180836,77.974182,59757.953,0.178255461,79.882111,3.6
07-08-18 19:45,27805.48,0.189,30.48793,77.811356,56140.73,0.191812783,79.623466,3.6
07-08-18 21:45,28400.617,0.189,30.516987,78.059669,58289.629,0.177675911,80.049927,3.6
07-08-18 23:45,28440.508,0.189,30.461657,77.846313,54733.121,0.176382045,80.127571,3.7
07-09-18 1:45,28315.82,0.189,30.640587,77.837509,56976.605,0.169711228,79.747017,3.8
07-09-18 3:45,25955.633,0.191,30.67749,78.027115,55752.875,0.18053746,80.477036,3.6
07-09-18 5:45,28247.064,0.191,30.380714,77.687988,54220.188,0.182076914,80.098122,3.8
07-09-18 7:45,28909.557,0.191,30.513111,78.079781,55924.984,0.186264075,80.047829,3.7
07-09-18 9:45,29452.832,0.18799999,30.396761,78.085922,61646.465,0.182453659,79.986763,3.7
07-09-18 11:45,29358.811,0.18799999,30.63093,78.187447,68969.992,0.192012005,80.418686,3.8
07-09-18 13:45,27657.465,0.18799999,30.332489,78.440628,67941.406,0.181848761,80.257591,4
07-09-18 15:45,27909.668,0.186,30.229193,78.267952,57932.961,0.190469346,80.599312,3.9
07-09-18 17:45,27954.883,0.18799999,30.570492,78.376511,59735.57,0.165934915,79.998878,3.8
07-09-18 19:45,27896.402,0.19,30.680599,78.229958,58757.137,0.165042312,80.277267,3.9
07-09-18 21:45,28585.334,0.19,30.548954,78.272446,59365.609,0.177301814,80.055496,3.8
07-09-18 23:45,28179.592,0.19,30.639864,77.907158,57659.738,0.167784872,79.829231,3.6
07-10-18 1:45,27852.867,0.19,30.580278,77.687386,62104.547,0.179835363,79.860085,3.5
07-10-18 3:45,28765.98,0.18799999,30.591623,78.027725,58279.027,0.176804936,79.711609,3.4
07-10-18 5:45,28538.84,0.18799999,30.231014,77.896637,64319.289,0.1777194,79.76284,3.6
07-10-18 7:45,28465.727,0.18799999,30.582355,77.931839,60325.453,0.14858279,79.864143,3.9
07-10-18 9:45,28361.736,0.18799999,30.525503,78.054672,65814.703,0.175468085,80.036491,4.1
07-10-18 11:45,27448.623,0.18799999,30.167583,78.22551,64671.125,0.212995762,81.565056,4.3
07-10-18 13:45,28531.879,0,30.289083,78.427902,60261.984,0.131518782,79.933411,3.9
07-10-18 15:45,27720.992,0.18799999,30.460962,77.877571,59799.465,0.169409819,80.14003,4.3
07-10-18 17:45,27675.521,0.18799999,30.318188,77.811821,54828.328,0.174031047,79.855171,4.2
07-10-18 19:45,27331.816,0.18799999,30.468657,78.099541,54170.305,0.161177111,80.369972,3.7
07-10-18 21:45,27805.822,0.18799999,30.311478,78.202812,55503.73,0.179579937,80.170227,3.8
07-10-18 23:45,28037.486,0.18799999,30.473738,78.149208,65757.195,0.172901657,80.482407,3.5
07-11-18 1:45,28187.781,0.189,30.469011,77.991127,57548.965,0.17805556,80.063271,3.5
07-11-18 3:45,28320.174,0.189,30.600052,78.27803,59617.613,0.16240643,79.98349,3.8
07-11-18 5:45,28637.035,0.189,30.538191,77.642204,55365.621,0.16327505,79.570511,3.7
07-11-18 7:45,28761.711,0.189,30.451912,77.863281,65221.219,0.172879307,80.247002,3.6
07-11-18 9:45,28146.496,0.189,30.696758,77.967041,58972.266,0.150551907,80.044334,3.8
07-11-18 11:45,27816.785,0.189,30.526081,77.722412,57609.605,0.14743418,79.903214,3.9
07-11-18 13:45,28293.129,0.189,30.448822,78.485107,60024.41,0.16856593,80.372116,3.7
07-11-18 15:45,27932.848,0.189,30.603523,78.214172,59390.902,0.166190706,79.779716,4.1
07-11-18 17:45,26785.033,0.189,30.65778,78.137863,47298.527,0.164163475,79.616196,4.1
07-11-18 19:45,26450.172,0.19,30.444687,77.871765,36600.734,0.158112458,79.267128,4.1
07-11-18 21:45,27074.275,0.19,30.509964,77.624855,46729.543,0.158559357,79.903984,4.1
07-11-18 23:45,26355.531,0.192,30.648266,78.001015,49156.555,0.16186026,79.999046,4
07-12-18 1:45,25497.693,0.192,30.398693,78.133484,39597.883,0.18276121,80.264015,4
07-12-18 3:45,27072.689,0.192,30.597893,77.820427,42484.453,0.157549593,79.898903,3.7
07-12-18 5:45,27306.008,0.193,30.479473,78.343788,49397.762,0.183422727,80.074524,3.9
07-12-18 7:45,27555.145,0.193,30.117634,78.241455,41975.91,0.17917112,80.178421,4
07-12-18 9:45,27287.672,0.19499999,30.637049,77.882744,50097.09,0.16801883,79.646286,3.9
07-12-18 11:45,27295.484,0.19499999,30.476513,77.854988,56169.984,0.170812042,80.233673,3.7
07-12-18 13:45,28081.07,0.19499999,30.475353,77.69342,52623.492,0.177877963,79.72522,3.4
07-12-18 15:45,27671.475,0.19499999,30.65398,77.864815,58842.996,0.174660156,79.917236,3.6
07-12-18 17:45,27385.072,0.19499999,30.538275,77.973259,54959.027,0.169614677,79.82045,3.5
07-12-18 19:45,27932.943,0.19499999,30.654816,78.029427,52000.109,0.16035825,79.78389,3.4
07-12-18 21:45,28307.797,0.19499999,30.429583,77.763939,57939.273,0.173806333,80.044281,3.8
07-12-18 23:45,28653.141,0.19499999,30.800953,78.013741,57199.977,0.16057107,79.525322,3.8
7/13/2018 1:45,28539.76,0.19499999,30.455526,78.258873,59076.582,0.161943625,80.346436,3.9
7/13/2018 3:45,28913.902,0.19499999,30.487892,78.074348,49684.797,0.167220888,79.37233,3.9
7/13/2018 5:45,28177.711,0.19499999,30.639763,77.962814,49706.844,0.166015768,79.487213,3.9
7/13/2018 7:45,27969.262,0.19499999,30.349428,77.987656,51992.914,0.164835946,79.71138,4.2
7/13/2018 9:45,26621.336,0.19499999,30.294647,77.637878,45272.117,0.160598787,79.252335,4
7/13/2018 11:45,27331.049,0.19499999,30.425682,78.104263,48720.895,0.189121668,79.827583,3.5
7/13/2018 13:45,28080.74,0.193,30.579128,77.849617,53159.875,0.169172693,79.908752,3.5
7/13/2018 15:45,27927.313,0.193,30.507694,78.056564,58675.074,0.170374256,80.104042,3.6
7/13/2018 17:45,27507.475,0.191,29.8186,78.067535,50501.855,0.172298732,79.552284,3.5
7/13/2018 19:45,27486.305,0.191,30.469906,78.306595,57360.668,0.168468375,80.545181,3.7
7/13/2018 21:45,28329.752,0.191,30.466816,77.95739,55166.898,0.150626274,79.873871,3.6
7/13/2018 23:45,27383.861,0.18799999,30.642393,78.225128,58963.898,0.14576411,80.356766,3.6
7/14/2018 1:45,27563.301,0.18799999,30.437365,77.805565,42875.852,0.159351202,79.66095,3.6
7/14/2018 3:45,27915.82,0.16500001,30.410791,77.733543,43238.305,0.15692998,79.716972,3.5
7/14/2018 5:45,25510.213,0.15000001,30.460072,77.700577,42506.652,0.13116167,79.265579,3.9
7/14/2018 6:45,24991.246,0.147,30.93969,77.815285,32925.266,0.11317399,79.273895,3.8
7/14/2018 7:45,25031.764,0.145,30.661295,78.722916,39884.566,0.11908196,80.337311,3.9
7/14/2018 9:45,25406.41,0.148,30.692408,77.921051,40913.465,0.1334351,79.9935,3.6
7/14/2018 10:45,25612.43,0.148,30.423275,77.374825,39912.063,0.1700479,79.960922,3.9
7/14/2018 11:45,25557.654,0.148,30.472298,76.756134,41471.625,0.14980304,80.013489,3.6
7/14/2018 12:45,26101.199,0.148,30.580553,78.147324,46295.453,0.151993527,80.229034,3.6
7/14/2018 13:45,25854.576,0.148,30.453646,78.387604,37874.266,0.160555337,79.90863,3.6
7/14/2018 15:45,26488.129,0.148,30.589283,78.378052,43573.402,0.143720545,79.940926,3.6
7/14/2018 16:45,25886.105,0.15000001,30.474426,77.980141,53321.156,0.156761491,80.310875,3.7
7/14/2018 17:45,26280.045,0.15000001,30.542147,78.527855,50930.434,0.131873258,80.532089,3.6
7/14/2018 19:45,26110.98,0.155,30.642483,78.195786,45351.852,0.13082682,80.287354,3.8
7/14/2018 21:45,26906.064,0.155,30.35108,77.476738,38293.945,0.154589992,79.53952,3.9
7/14/2018 23:45,25366.314,0.155,30.658142,77.819443,39780.195,0.164346053,79.998001,3.7
7/15/2018 1:45,25962.811,0.155,30.517702,77.365723,42009.738,0.175305067,80.030968,3.4
7/15/2018 3:45,26245.619,0.155,30.550076,77.835907,49422.953,0.14781727,80.532875,3.5
7/15/2018 5:45,26806.271,0.155,30.331102,77.78064,38773.453,0.179884478,79.564827,3.3
7/15/2018 7:45,26084.221,0.152,30.575153,77.834518,44351.809,0.184884313,79.984329,3.4
7/15/2018 9:45,26713.24,0.152,30.773869,78.504433,58676.531,0.139527625,80.892349,3.8
7/15/2018 10:45,26622.178,0.155,30.431366,78.001572,37514.398,0.176654465,79.855606,3.9
7/15/2018 11:45,26797.941,0.155,30.516541,78.376259,53876.723,0.15036756,80.495415,4.2
7/15/2018 13:45,26354.438,0.154,30.457329,78.342155,41765.508,0.18658602,80.279083,4.3
7/15/2018 15:45,26810.613,0.154,30.564781,78.399582,46258.168,0.168905279,79.785431,4.3
7/15/2018 17:45,27162.662,0.154,30.346054,78.307831,41471.539,0.150389927,79.667122,4.3
7/15/2018 19:45,26591.652,0.15800001,30.294178,77.390556,41158.715,0.16287052,79.425186,4.2
7/15/2018 21:45,26506.113,0.15899999,29.93211,77.669212,38600.145,0.158963462,79.626488,3.9
7/15/2018 23:45,26624.398,0.16,30.176922,77.886208,47461.098,0.13637149,80.037758,3.6
7/16/2018 1:45,24998.316,0.162,30.639757,77.741638,43362.102,0.150459035,80.143661,3.5
7/16/2018 3:45,26383.398,0.162,30.47135,78.326164,39829.082,0.157683047,79.775284,3.6
7/16/2018 5:45,27324.027,0.16,30.493523,78.012833,38327.324,0.14153823,79.580757,3.7
7/16/2018 7:45,26599.092,0.15800001,30.440235,77.776215,51179.332,0.13838147,80.320145,4.1
7/16/2018 9:45,25687.66,0.15800001,30.511286,78.857643,42595.66,0.178524003,80.018188,4
